FB_ad_spending_congress_2020_dataset
,X.1,names.candidate,office,state_po,district,candidatevotes,totalvotes,loc_identifier,expenditures.candidate,facebook.advertiser,spending,ad_spending,X,year,state,state_fips,state_cen,state_ic,stage,special,party,writein,mode,unofficial,version,foreign_born,median_income,BA_education,HS_education,asian_alone,black_alone,hispanic,multiracial,white_non_hispanic,white_alone,Age_65_plus,median_age,gini,population,vote_share,full_race,winner,total_margin,margin,ad_rate
313,313,KIM NELSON,US HOUSE,SC,4,133023,360550,SC.4,"NELSON, KIMBERLY",Kim Nelson for Congress,168543.26,8592,30799,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.6,46373,28.4,84.6,2.4,19.3,8.2,1.5,68.4,74.9,19.6,37.8,0.498729426,690796,0.368944667868534,SC 4 US HOUSE,FALSE,-89103,-0.247130772431008,0.0509780100373044
314,314,KIM SCHRIER,US HOUSE,WA,8,213123,412112,WA.8,"SCHRIER, KIM DR.",Dr Kim Schrier for Congress,3804548.53,136382,31049,2020,WASHINGTON,53,91,73,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,12.3,72420,31.3,90.9,7.8,3.5,10.1,4.7,72.7,79.3,17.5,38.6,0.478376762,701614,0.517148250960904,WA 8 US HOUSE,TRUE,14700,0.03566991497457,0.0358470916915863
315,315,KIMBERLY KLACIK,US HOUSE,MD,7,92825,330998,MD.7,"KLACIK, KIMBERLY",Kim Klacik for Congress,7502416.95,1176199,30178,2020,MARYLAND,24,52,52,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,9.3,54474,35.2,85.6,6.3,54.4,3.6,2.1,33.7,35.9,19.4,37.1,0.55988877,724692,0.280439760965323,MD 7 US HOUSE,FALSE,-144259,-0.435830427978417,0.156776010696126
316,316,KIMBERLY WALKER,US HOUSE,FL,12,168194,453135,FL.12,"WALKER, KIMBERLY H MS",Kimberly Walker for Congress Campaign,33543.84,13476,29943,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.7,49429,26.4,89.6,2.5,4.5,13,2.4,78.4,88.8,27.1,44.5,0.499080352,719044,0.371178567093692,FL 12 US HOUSE,FALSE,-116747,-0.257642865812617,0.401742913154845
317,317,KRISTY MARIE GNIBUS,US HOUSE,PA,16,143962,354050,PA.16,"GNIBUS, KRISTY",Kristy for Congress,588883.83,93203,30785,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.3,53210,24.2,83.1,1.8,6.7,17.3,3.3,73.4,82,20.6,37.7,0.471477927,712447,0.406614884903262,PA 16 US HOUSE,FALSE,-66126,-0.186770230193475,0.158270604917102
318,318,KURT SCHRADER,US HOUSE,OR,5,234863,452646,OR.5,"SCHRADER, KURT",Kurt Schrader for Congress,1937976.57,128224,30745,2020,OREGON,41,92,72,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,10.3,53008,27.9,88.3,3,0.9,15.9,4.1,76,87.1,22.3,39.2,0.477750962,785707,0.518866840754143,OR 5 US HOUSE,TRUE,30491,0.0673616910344949,0.0661638546022257
319,319,KWEISI MFUME,US HOUSE,MD,7,237084,330998,MD.7,"MFUME, KWEISI",Kweisi Mfume for Congress,715393.87,7523,30168,2020,MARYLAND,24,52,52,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.3,54474,35.2,85.6,6.3,54.4,3.6,2.1,33.7,35.9,19.4,37.1,0.55988877,724692,0.71627018894374,MD 7 US HOUSE,TRUE,144259,0.435830427978417,0.0105158854660021
320,320,LACY JOHNSON,US HOUSE,MN,5,102878,398229,MN.5,"JOHNSON, LACY",Lacy Johnson for Congress,12145455.75,1519695,30286,2020,MINNESOTA,27,41,33,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,14.6,53132,42.3,89.4,6.2,15.3,9.5,4.7,63.8,68.3,16.5,34.1,0.514332615,697725,0.258338795014929,MN 5 US HOUSE,FALSE,-153046,-0.384316561576379,0.125124575913917
321,321,LANCE GOODEN,US HOUSE,TX,5,173836,280413,TX.5,"GOODEN, LANCE",Lance Gooden for Congress Cmte,1311982.56,47585,30958,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,13.5,45566,18.4,79,1.9,14.4,27.9,2.2,54,73.8,17.9,35.8,0.484758321,726896,0.619928462660433,TX 5 US HOUSE,TRUE,73093,0.260661952191945,0.036269536997504
322,322,LARRY BUCSHON,US HOUSE,IN,8,214643,320617,IN.8,"BUCSHON, LARRY D.",Bucshon for Congress,1084250.52,3594,30059,2020,INDIANA,18,32,22,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2,46511,18.5,87.3,0.9,4,2.3,1.8,90.9,92.5,21.9,39.7,0.458519458,720976,0.669468555940577,IN 8 US HOUSE,TRUE,118952,0.371009647024331,0.00331473209715408
323,323,LAURA LOOMER,US HOUSE,FL,21,157612,403093,FL.21,"LOOMER, LAURA",Laura Loomer for Congress,2256020.15,4161,29907,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,24.7,55671,33.9,90.7,3.9,13,22.8,2.5,58.5,77.5,27.9,43.1,0.509003798,738875,0.391006541914645,FL 21 US HOUSE,FALSE,-80313,-0.199241862299767,0.00184439841993433
324,324,LAUREN BOEBERT,US HOUSE,CO,3,220634,429319,CO.3,"BOEBERT, LAUREN",Lauren Boebert for Congress,2632675.56,5023,29821,2020,COLORADO,8,84,62,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.3,49265,29.1,88.9,0.7,1.2,24.1,2.9,71.2,87.6,22.5,40,0.485306902,721617,0.513916225464049,CO 3 US HOUSE,TRUE,26512,0.0617536144452027,0.00190794493492392
325,325,LAUREN UNDERWOOD,US HOUSE,IL,14,203209,401052,IL.14,"UNDERWOOD, LAUREN",Lauren Underwood for Congress,7360376.83,360507,30013,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.9,83235,37.9,92.9,4.4,2.9,10.9,1.9,80.1,88.2,17.5,38.5,0.466189863,729162,0.506689905548408,IL 14 US HOUSE,TRUE,5374,0.0133997586347905,0.048979421614749
326,326,LAVERNE GORE,US HOUSE,OH,11,60323,302421,OH.11,"GORE, LAVERNE",Laverne Gore for Congress,164194.91,22310,30700,2020,OHIO,39,31,24,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.1,33955,25.7,84.4,2.1,53.8,3.8,2.9,37.6,39.7,21.6,38.1,0.564040041,692794,0.199466968233026,OH 11 US HOUSE,FALSE,-181775,-0.601066063533948,0.135875101122197
327,327,LEE GRIFFIN,US HOUSE,PA,12,99199,340234,PA.12,"GRIFFIN, LEE",Lee Griffin for Congress,61042.22,15945,30768,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.5,54772,30,91.9,1.7,3,1.3,1.6,92.5,93.4,26,44.7,0.498928128,703938,0.291561102065049,PA 12 US HOUSE,FALSE,-141836,-0.416877795869901,0.261212649212299
328,328,LEE HAYWOOD,US HOUSE,NC,6,153598,407129,NC.6,"HAYWOOD, JOSEPH LEE",LEE HAYWOOD FOR CONGRESS COMMITTEE,58341.56,18342,30647,2020,NORTH CAROLINA,37,56,47,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.1,49425,28.2,85.9,2,16,6.7,1.7,73.5,77.1,22.7,41.7,0.494641003,760762,0.377271086068543,NC 6 US HOUSE,FALSE,-99933,-0.245457827862913,0.314389947749083
329,329,LEE M. ZELDIN,US HOUSE,NY,1,175775,691731,NY.1,"ZELDIN, LEE MICHAEL",Zeldin for Congress,8282563.49,86235,30449,2020,NEW YORK,36,21,13,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,11.6,86967,33.6,91.7,4.3,4.9,13.6,1.5,76.4,87.6,21.7,41,0.482801882,722480,0.2541088949317,NY 1 US HOUSE,TRUE,26051,0.0376605934966049,0.0104116316287966
330,330,LEE MURPHY,US HOUSE,DE,0,196392,488270,DE.0,"MURPHY, LEE","MURPHY FOR CONGRESS (CO-5)!, INC.",131862.44,8871,29856,2020,DELAWARE,10,51,11,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.4,59878,28.9,87.7,3.6,21.6,8.7,2.9,64,68.9,22.4,39.1,0.486107172,925749,0.402220083150716,DE 0 US HOUSE,FALSE,-84990,-0.174063530423741,0.0672746537983068
331,331,LEO VALENTIN,US HOUSE,FL,7,175750,406449,FL.7,"VALENTIN, LEO",Leo Valentin for Congress,1028316.45,17168,29944,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,11.3,54993,33.5,91.1,3.6,9.3,21.2,3,64.1,80.8,20.2,37.8,0.492204738,716811,0.432403573388051,FL 7 US HOUSE,FALSE,-49196,-0.12103855588278,0.0166952497939715
332,332,LINDA T. SANCHEZ,US HOUSE,CA,38,190467,256206,CA.38,"SANCHEZ, LINDA",Joseph Sanchez for Congress,1157773.49,11138,29753,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,30.6,63146,21.1,77.1,15.1,4.2,60.6,3.6,17.6,58.6,18.6,36,0.459450732,725481,0.743413503196646,CA 38 US HOUSE,TRUE,124728,0.486827006393293,0.00962018917880042
333,333,LISA BLUNT ROCHESTER,US HOUSE,DE,0,281382,488270,DE.0,"BLUNT ROCHESTER, LISA",Lisa Blunt Rochester for Congress,1327603.95,31139,29855,2020,DELAWARE,10,51,11,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.4,59878,28.9,87.7,3.6,21.6,8.7,2.9,64,68.9,22.4,39.1,0.486107172,925749,0.576283613574457,DE 0 US HOUSE,TRUE,84990,0.174063530423741,0.0234550371743019
334,334,LISA MCCLAIN,US HOUSE,MI,10,271607,409786,MI.10,"MCCLAIN, LISA",Lisa McClain for Congress,2437181.42,76219,30266,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.8,54982,21.2,89.7,1.4,2.8,3,1.9,90.7,93.1,21.9,42.7,0.453595257,711342,0.662802047898171,MI 10 US HOUSE,TRUE,133428,0.325604095796342,0.0312734207533882
335,335,LISA SCHELLER,US HOUSE,PA,7,181407,376882,PA.7,"SCHELLER, LISA",Scheller for Congress,3661738.3,78840,30759,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.7,79680,40.3,92.2,4.7,5.3,3,1.6,85.7,87.8,22.7,41.4,0.501583633,722495,0.481336333388169,PA 7 US HOUSE,FALSE,-14068,-0.0373273332236615,0.0215307576732067
336,336,LIZ JOHNSON,US HOUSE,GA,12,129061,310099,GA.12,"JOHNSON, ELIZABETH (LIZ)",Johnson for House,72360.98,7231,29965,2020,GEORGIA,13,58,44,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4.1,40563,19.8,82.5,1.7,35.4,5.7,2,55.5,58.9,17.6,35.1,0.506559647,706182,0.416192893237321,GA 12 US HOUSE,FALSE,-51977,-0.167614213525358,0.0999295476650537
337,337,LLOYD K. SMUCKER,US HOUSE,PA,11,241915,383240,PA.11,"SMUCKER, LLOYD K.",Smucker for Congress,671774.32,40574,30767,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.2,50636,22.2,88.4,1.4,5.1,5.9,2.1,86.1,89.1,24.2,42.1,0.464343989,705647,0.63123630101242,PA 11 US HOUSE,TRUE,100590,0.262472602024841,0.0603982599394392
338,338,LOIS FRANKEL,US HOUSE,FL,21,237925,403093,FL.21,"FRANKEL, LOIS J.",Lois Frankel for Congress,1330992.97,3248,29906,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,24.7,55671,33.9,90.7,3.9,13,22.8,2.5,58.5,77.5,27.9,43.1,0.509003798,738875,0.590248404214412,FL 21 US HOUSE,TRUE,80313,0.199241862299767,0.00244028336227801
339,339,LORI TRAHAN,US HOUSE,MA,3,286896,388210,MA.3,"TRAHAN, LORI",Lori Trahan for Congress Cmte,1499562.05,0,30198,2020,MASSACHUSETTS,25,14,3,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,16.1,67530,35.8,87.4,7.3,4.1,17.9,3,69.6,76.2,19.7,40,0.518603043,742932,0.739022693902785,MA 3 US HOUSE,TRUE,104595,0.269428917338554,0
340,340,LUCILLE ROYBAL-ALLARD,US HOUSE,CA,40,135572,186381,CA.40,"ROYBAL-ALLARD, LUCILLE",Lucille Roybal-Allard for Congress,750770.04,12755,29757,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,42.9,40353,8.4,50.8,2.2,4.7,87.7,1.8,4.9,53.8,11.1,29.3,0.451222145,718451,0.727391740574415,CA 40 US HOUSE,TRUE,84763,0.45478348114883,0.0169892234911239
341,341,LUKE J. LETLOW,US HOUSE,LA,5,149183,435090,LA.5,"LETLOW, LUKE JOSHUA",Letlow for Congress,1305957.25,15697,30133,2020,LOUISIANA,22,72,45,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.6,36548,16.4,78.8,0.6,35.7,2.3,1.2,59.9,61.7,19.8,36.1,0.51237308,754131,0.342878484911168,LA 5 US HOUSE,TRUE,19059,0.0438047300558505,0.0120195358615299
342,342,LYNNETTE GREY BULL,US HOUSE,WY,0,66576,278503,WY.0,"GREY BULL, LYNNETTE",Grey Bull for Congress,132285.65,9577,31095,2020,WYOMING,56,83,68,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.3,57406,24.7,92.4,1,1.3,8.9,2.7,84.7,90.7,20,36.6,0.451264701,582658,0.239049489592572,WY 0 US HOUSE,FALSE,-119156,-0.427844583361759,0.0723963634755546
343,343,MANGA A. ANANTATMULA,US HOUSE,VA,11,111380,393241,VA.11,"ANANTATMULA, MANGA MANGA",Manga for Congress,268325.5,33633,31027,2020,VIRGINIA,51,54,40,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,29.6,102826,53.1,91.2,18,13.1,18.5,4.3,47.4,61.7,15.2,35.6,0.471774098,765755,0.28323597997157,VA 11 US HOUSE,FALSE,-169345,-0.430639226326858,0.125344031782294
344,344,MARGARET GOOD,US HOUSE,FL,16,215683,484684,FL.16,"GOOD, MARGARET ELIZABETH ROWELL",Margaret Good for Congress,3453334.85,77764,29893,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,12.3,48521,29,90,1.7,6.9,11.6,1.5,78.5,88.7,37.3,50.5,0.504291913,727073,0.444997152784082,FL 16 US HOUSE,FALSE,-53318,-0.110005694431836,0.022518522928641
345,345,MARGARET STREICKER,US HOUSE,CT,3,131568,346103,CT.3,"STREICKER, MARGARET",Streicker for Congress,2012375.17,23135,29841,2020,CONNECTICUT,9,16,1,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,11.9,63311,34.1,89.4,4.1,13.8,13.7,2.3,66.7,73.9,21.5,39.6,0.503791423,716738,0.380141171847687,CT 3 US HOUSE,FALSE,-62691,-0.181133939896505,0.0114963652627457
346,346,MARIA ELVIRA SALAZAR,US HOUSE,FL,27,176141,342975,FL.27,"SALAZAR, MARIA ELVIRA",Maria Elvira Salazar for Congress,3682371.15,0,29926,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,54,41768,28.8,76.7,1.5,7.5,75.4,1.8,16.5,87.5,21.7,39.9,0.587693533,719632,0.513568044318099,FL 27 US HOUSE,TRUE,9383,0.027357679131132,0
347,347,MARIANNETTE MILLER-MEEKS,US HOUSE,IA,2,196964,413989,IA.2,"MILLER-MEEKS, MARIANNETTE JANE",Miller-Meeks for Congress,1739952.54,17548,30069,2020,IOWA,19,42,31,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.3,49508,26.4,90.8,2.2,4.1,5.2,1.6,86.9,90.6,21.9,37.9,0.473454644,774072,0.475771095367268,IA 2 US HOUSE,TRUE,6,1.4493138706584E-05,0.0100853325574041
348,348,MARIE NEWMAN,US HOUSE,IL,3,172997,306848,IL.3,"NEWMAN, MARIE",Marie Newman for Congress,2732742.44,108874,29997,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,20.9,62183,25.3,83.5,3.5,5.3,31.2,1.9,59.1,76.4,18.1,36.7,0.47168488,737806,0.563787282302638,IL 3 US HOUSE,TRUE,39146,0.127574564605277,0.0398405639720661
350,350,MARJORIE TAYLOR GREENE,US HOUSE,GA,14,229827,307625,GA.14,"GREENE, MARJORIE TAYLOR MRS.",Marjorie Greene for Congress,2709892.97,5627,29972,2020,GEORGIA,13,58,44,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.6,44416,16.3,77.7,0.8,8.9,10.7,1.9,77.9,86.1,18.4,37.3,0.458837337,696119,0.747101178382771,GA 14 US HOUSE,TRUE,152029,0.494202356765542,0.00207646577274231
351,351,MARK C. CURRAN JR.,US SENATE,IL,0,2319870,5968901,ILLINOIS,"CURRAN, MARK",Curran for Senate,376608.19,13743,3490,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,total,FALSE,20210114,14.1,65886,34.7,89.2,5.9,14.6,17.5,2.1,60.8,76.8,16.1,38.6,0.48,12812508,0.388659486897169,IL 0 US SENATE,FALSE,-959060,-0.160676144569997,0.0364915059335274
352,352,MARK DESAULNIER,US HOUSE,CA,11,271063,371356,CA.11,"DESAULNIER, MARK",Mark Desaulnier for Congress,442546.73,0,29739,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,24.4,74242,41.3,87.9,12.6,8.9,26.4,5.6,47,62.7,20.9,39.3,0.530409785,733916,0.729927616626633,CA 11 US HOUSE,TRUE,170770,0.459855233253266,0
353,353,MARK E. GREEN,US HOUSE,TN,7,245188,350635,TN.7,"GREEN, MARK DR.",Mark Green for Congress,1025486.67,0,30825,2020,TENNESSEE,47,62,54,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.6,48762,25.3,85.8,1.7,9.5,4.7,2.4,81.6,84.9,19.3,37.1,0.523380862,728823,0.69926847006146,TN 7 US HOUSE,TRUE,149349,0.425938654156031,0
354,354,MARK KELLY,US SENATE,AZ,0,1716467,3355307,ARIZONA,"KELLY, MARK",Mark Kelly for Senate,99704060.42,5316,3437,2020,ARIZONA,4,86,61,gen,TRUE,DEMOCRAT,FALSE,total,FALSE,20210114,13.3,58945,29.5,87.1,3.7,5.2,31.7,2.9,54.1,82.6,18,38.3,0.46,7151502,0.511567793945532,AZ 0 US SENATE,TRUE,78806,0.0234869715349445,5.33177884391722E-05
356,356,MARK TAKANO,US HOUSE,CA,41,168126,262573,CA.41,"TAKANO, MARK",Mark Takano for Congress,962988.6,18339,29759,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,24.9,53970,16.5,73.1,5,9.1,59.3,4.3,24.6,57.9,13.2,30.4,0.463475181,734942,0.640301935080911,CA 41 US HOUSE,TRUE,73679,0.280603870161822,0.0190438391482516
357,357,MARKWAYNE MULLIN,US HOUSE,OK,2,216511,288527,OK.2,"MULLIN, MARKWAYNE MR.",Mullin for Congress,1088383.88,46568,30721,2020,OKLAHOMA,40,73,53,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2,38698,16,83.3,0.5,3.5,4.7,10.2,65.3,67.3,23.4,39.6,0.466105241,747973,0.750401175626545,OK 2 US HOUSE,TRUE,153039,0.530414831194308,0.0427863742340616
358,358,MARTHA MCSALLY,US SENATE,AZ,0,1637661,3355307,ARIZONA,"MCSALLY, MARTHA",McSally for Senate,74361789.18,1777636,3430,2020,ARIZONA,4,86,61,gen,TRUE,REPUBLICAN,FALSE,total,FALSE,20210114,13.3,58945,29.5,87.1,3.7,5.2,31.7,2.9,54.1,82.6,18,38.3,0.46,7151502,0.488080822410587,AZ 0 US SENATE,FALSE,-78806,-0.0234869715349445,0.0239052343898969
359,359,"MARTIN LEMELLE, JR.",US HOUSE,LA,5,32186,435090,LA.5,"LEMELLE, MARTIN",Martin Lemelle for Congress Campaign,164107.32,16056,30142,2020,LOUISIANA,22,72,45,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,1.6,36548,16.4,78.8,0.6,35.7,2.3,1.2,59.9,61.7,19.8,36.1,0.51237308,754131,0.0739754993219794,LA 5 US HOUSE,FALSE,-19059,-0.0438047300558505,0.0978384145204492
360,360,MARY GAY SCANLON,US HOUSE,PA,5,255743,395295,PA.5,"SCANLON, MARY GAY",Scanlon for Congress,1374969.35,32323,30754,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.8,45160,21.6,89.6,1.6,2.4,1.9,1.5,92.5,93.8,23.4,40.4,0.462750262,701630,0.646967454685741,PA 5 US HOUSE,TRUE,116191,0.293934909371482,0.0235081603819023
361,361,MARY MILLER,US HOUSE,IL,15,244947,333506,IL.15,"MILLER, MARY",Mary Miller for Congress,581556.22,18424,30017,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.7,46710,17.9,87.8,0.5,3.7,2.7,1.6,91.6,93.6,23.7,41.1,0.463196399,705563,0.734460549435393,IL 15 US HOUSE,TRUE,156388,0.468921098870785,0.0316805140524505
362,362,MATT LIEBERMAN,US SENATE,GA,0,136021,4914361,GEORGIA,"LIEBERMAN, MATTHEW",Matt Lieberman for Senate,1534447.65,122320,3476,2020,GEORGIA,13,58,44,gen,TRUE,DEMOCRAT,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.0276782678358387,GA 0 US SENATE,FALSE,-88098,-0.0179266439726345,0.0797159811871067
363,363,MATT MOWERS,US HOUSE,NH,1,185159,400661,NH.1,"MOWERS, MATT",Mowers for Congress,1758300.07,33699,30371,2020,NEW HAMPSHIRE,33,12,4,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.5,65502,33.6,92.1,2.3,1.3,3.2,1.8,91.4,93.6,21.8,41.9,0.475397492,662473,0.462133823856078,NH 1 US HOUSE,FALSE,-20447,-0.0510331676903916,0.0191656706241273
364,364,MATTHEW ALTON CARTWRIGHT,US HOUSE,PA,8,178004,343787,PA.8,"CARTWRIGHT, MATTHEW A.",Cartwright for Congress,4214642.61,174240,30776,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8.2,76905,35.7,93.2,4.7,3.6,4.6,1.9,85.2,88.6,22.9,42.7,0.487754081,708333,0.517774086861923,PA 8 US HOUSE,TRUE,12221,0.0355481737238465,0.0413415836461635
365,365,MAUREEN MCARDLE-SCHULMAN,US HOUSE,NY,17,117307,344641,NY.17,"MCARDLE SCHULMAN, MAUREEN B MRS",Maureen for Congress,60083.7,547,30526,2020,NEW YORK,36,21,13,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,23.4,87893,44.2,87.8,6.2,11.1,21.9,2.5,59.6,68.1,20,38.1,0.518493056,742344,0.340374476629304,NY 17 US HOUSE,FALSE,-66668,-0.193441871396613,0.00910396663321333
366,366,MAX ROSE,US HOUSE,NY,11,134625,301351,NY.11,"ROSE, MAX",Max Rose for Congress,9537934.79,524141,30608,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,28.5,63631,30.7,85.3,12.1,7.8,16.2,1.7,63,73.6,20.7,39.3,0.51000359,728307,0.446738189022104,NY 11 US HOUSE,FALSE,-8795,-0.0291852358213512,0.0549533008497325
367,367,MEG GORMAN,US HOUSE,TN,3,97687,320299,TN.3,"GORMAN, MEG",Meg for Congress,78581.05,3807,30838,2020,TENNESSEE,47,62,54,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.3,42126,20.6,82.7,1.1,11.2,3.2,1.6,82.7,85.3,23.5,41.1,0.494527043,721988,0.304986902862638,TN 3 US HOUSE,FALSE,-117884,-0.368043609252605,0.0484467947424983
368,368,MELISSA WARD WATSON,US HOUSE,SC,7,138863,364091,SC.7,"WATSON, MELISSA WARD",Melissa Watson for Congress,150747.75,14622,30810,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4.2,39217,19.7,83.1,0.8,29,4.2,1.6,63.7,66.8,25,41.5,0.488559367,676686,0.381396409139473,SC 7 US HOUSE,FALSE,-86130,-0.236561738686208,0.0969964725841679
369,369,MICHAEL C. BURGESS,US HOUSE,TX,26,261963,432215,TX.26,"BURGESS, MICHAEL C. DR.",Michael Burgess for Congress,2102029.75,14919,30915,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,11.9,78739,39.7,92.2,5.1,7.1,17.5,4.2,66.5,80.4,12.5,34.4,0.471822909,768246,0.606094189234525,TX 26 US HOUSE,TRUE,100954,0.233573568710017,0.00709742571436013
370,370,MICHAEL CLOUD,US HOUSE,TX,27,172305,273253,TX.27,"CLOUD, MICHAEL",Cloud for Congress,834592.18,11058,30918,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7.5,47418,18.1,79.7,1.6,5.4,50.6,2,41.6,84.1,20.4,36.5,0.484118901,714527,0.630569472247331,TX 27 US HOUSE,TRUE,76839,0.281200938324556,0.0132495849649586
371,371,"MICHAEL F. DOYLE,  JR.",US HOUSE,PA,18,266084,384247,PA.18,"DOYLE, MICHAEL",Doyle for Congress Cmte,1003462.76,15440,30781,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.2,58250,32.9,92.9,2.1,2.5,1.6,1.3,92.5,93.8,26.1,44.5,0.485141156,710784,0.692481658932926,PA 18 US HOUSE,TRUE,147921,0.384963317865852,0.0153867194832422
372,372,MICHAEL HARVEY,US HOUSE,PA,3,33671,375379,PA.3,"HARVEY, ERWIN LEE SR",Lee Harvey for Congress,131485.22,1345,30751,2020,PENNSYLVANIA,42,23,14,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.2,46687,22.9,89.3,0.9,4.7,2,1.6,90.8,92.1,24,42.5,0.477430204,703010,0.0896986778695665,PA 3 US HOUSE,FALSE,-308037,-0.820602644260867,0.0102292866072704
373,373,MICHAEL K. SIMPSON,US HOUSE,ID,2,250669,391333,ID.2,"SIMPSON, MICHAEL",Jim Simpson for Congress,1101104.36,7994,29993,2020,IDAHO,16,82,63,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7.2,45604,26.5,88.5,1.7,0.6,13.4,2.5,81.5,90.3,18.2,34,0.470942708,799674,0.640551652940079,ID 2 US HOUSE,TRUE,126518,0.323300105025643,0.0072599839673689
